,hour,weekday,dayOfMonth,month,year,total minutes of parking,temperature,cloud_cover,pressure,windspeed,precipitation,felt_temperature,is_holiday
0,0,1,24,4,2018,0.0,15.0,29.0,988.0,7.0,0.0,15.0,0
1,1,1,24,4,2018,0.0,14.0,29.0,988.0,7.0,0.0,14.0,0
2,2,1,24,4,2018,0.0,14.0,33.0,987.0,0.0,0.0,14.0,0
3,3,1,24,4,2018,0.0,13.0,33.0,987.0,6.0,0.0,13.0,0
4,4,1,24,4,2018,0.0,13.0,33.0,987.0,0.0,0.0,13.0,0
5,5,1,24,4,2018,0.0,13.0,33.0,986.0,0.0,0.0,13.0,0
6,6,1,24,4,2018,0.0,13.0,34.0,987.0,6.0,0.0,13.0,0
7,7,1,24,4,2018,0.0,12.0,34.0,988.0,9.0,0.0,12.0,0
8,8,1,24,4,2018,0.0,13.0,30.0,988.0,9.0,0.0,13.0,0
9,9,1,24,4,2018,0.0,14.0,21.0,988.0,6.0,0.0,14.0,0
10,10,1,24,4,2018,0.0,17.0,30.0,988.0,6.0,0.0,17.0,0
11,11,1,24,4,2018,0.0,21.0,34.0,988.0,7.0,0.0,21.0,0
12,12,1,24,4,2018,0.0,23.0,30.0,988.0,20.0,0.0,23.0,0
13,13,1,24,4,2018,0.0,24.0,34.0,988.0,20.0,0.0,24.0,0
14,14,1,24,4,2018,0.0,24.0,34.0,987.0,11.0,0.0,24.0,0
15,15,1,24,4,2018,0.0,24.0,34.0,987.0,17.0,0.0,24.0,0
16,16,1,24,4,2018,0.0,24.0,34.0,987.0,20.0,0.0,24.0,0
17,17,1,24,4,2018,0.0,24.0,34.0,987.0,15.0,0.0,24.0,0
18,18,1,24,4,2018,0.0,24.0,30.0,986.0,17.0,0.0,24.0,0
19,19,1,24,4,2018,0.0,21.0,30.0,987.0,13.0,0.0,21.0,0
20,20,1,24,4,2018,0.0,19.0,29.0,987.0,11.0,0.0,19.0,0
21,21,1,24,4,2018,0.0,18.0,29.0,987.0,7.0,0.0,18.0,0
22,22,1,24,4,2018,0.0,18.0,29.0,988.0,15.0,0.0,18.0,0
23,23,1,24,4,2018,0.0,17.0,33.0,988.0,9.0,0.0,17.0,0
24,0,2,25,4,2018,0.0,16.0,33.0,989.0,13.0,0.0,16.0,0
25,1,2,25,4,2018,0.0,15.0,33.0,989.0,13.0,0.0,15.0,0
26,2,2,25,4,2018,0.0,14.0,29.0,989.0,7.0,0.0,14.0,0
27,3,2,25,4,2018,0.0,13.0,29.0,989.0,9.0,0.0,13.0,0
28,4,2,25,4,2018,0.0,12.0,26.0,989.0,11.0,0.0,12.0,0
29,5,2,25,4,2018,0.0,12.0,27.0,989.0,6.0,0.0,12.0,0
30,6,2,25,4,2018,0.0,12.0,28.0,989.0,9.0,0.0,12.0,0
31,7,2,25,4,2018,0.0,12.0,20.0,989.0,7.0,0.0,12.0,0
32,8,2,25,4,2018,0.0,12.0,26.0,990.0,6.0,0.0,12.0,0
33,9,2,25,4,2018,0.0,14.0,21.0,990.0,6.0,0.0,14.0,0
34,10,2,25,4,2018,0.0,17.0,21.0,990.0,6.0,0.0,17.0,0
35,11,2,25,4,2018,0.0,20.0,34.0,990.0,7.0,0.0,20.0,0
36,12,2,25,4,2018,0.0,22.0,34.0,990.0,13.0,0.0,22.0,0
37,13,2,25,4,2018,0.0,22.0,34.0,989.0,19.0,0.0,22.0,0
38,14,2,25,4,2018,0.0,23.0,34.0,989.0,15.0,0.0,23.0,0
39,15,2,25,4,2018,0.0,24.0,34.0,988.0,15.0,0.0,24.0,0
40,16,2,25,4,2018,0.0,24.0,34.0,988.0,13.0,0.0,24.0,0
41,17,2,25,4,2018,0.0,24.0,34.0,987.0,17.0,0.0,24.0,0
42,18,2,25,4,2018,0.0,23.0,34.0,987.0,13.0,0.0,23.0,0
43,19,2,25,4,2018,0.0,21.0,34.0,987.0,13.0,0.0,21.0,0
44,20,2,25,4,2018,0.0,19.0,33.0,988.0,15.0,0.0,19.0,0
45,21,2,25,4,2018,0.0,17.0,33.0,988.0,15.0,0.0,17.0,0
46,22,2,25,4,2018,0.0,16.0,33.0,988.0,9.0,0.0,16.0,0
47,23,2,25,4,2018,0.0,15.0,33.0,989.0,13.0,0.0,15.0,0
48,0,3,26,4,2018,0.0,14.0,33.0,989.0,9.0,0.0,14.0,0
49,1,3,26,4,2018,0.0,13.0,29.0,989.0,13.0,0.0,13.0,0
50,2,3,26,4,2018,0.0,13.0,33.0,988.0,11.0,0.0,13.0,0
51,3,3,26,4,2018,0.0,12.0,33.0,987.0,0.0,0.0,12.0,0
52,4,3,26,4,2018,0.0,12.0,33.0,987.0,9.0,0.0,12.0,0
53,5,3,26,4,2018,0.0,12.0,26.0,987.0,6.0,0.0,12.0,0
54,6,3,26,4,2018,0.0,12.0,26.0,988.0,0.0,0.0,12.0,0
55,7,3,26,4,2018,0.0,12.0,26.0,988.0,0.0,0.0,12.0,0
56,8,3,26,4,2018,0.0,12.0,26.0,988.0,7.0,0.0,12.0,0
57,9,3,26,4,2018,0.0,13.0,26.0,989.0,7.0,0.0,13.0,0
58,10,3,26,4,2018,0.0,16.0,34.0,989.0,9.0,0.0,16.0,0
59,11,3,26,4,2018,0.0,18.0,34.0,989.0,9.0,0.0,18.0,0
60,12,3,26,4,2018,0.0,21.0,34.0,988.0,13.0,0.0,21.0,0
61,13,3,26,4,2018,0.0,22.0,34.0,988.0,14.0,0.0,22.0,0
62,14,3,26,4,2018,0.0,22.0,34.0,987.0,15.0,0.0,22.0,0
63,15,3,26,4,2018,0.0,22.0,34.0,987.0,17.0,0.0,22.0,0
64,16,3,26,4,2018,0.0,23.0,34.0,986.0,17.0,0.0,23.0,0
65,17,3,26,4,2018,0.0,22.0,34.0,986.0,15.0,0.0,22.0,0
66,18,3,26,4,2018,0.0,21.0,34.0,985.0,17.0,0.0,21.0,0
67,19,3,26,4,2018,0.0,18.0,34.0,986.0,15.0,0.0,18.0,0
68,20,3,26,4,2018,0.0,16.0,33.0,986.0,11.0,0.0,16.0,0
69,21,3,26,4,2018,0.0,14.0,33.0,987.0,13.0,0.0,14.0,0
70,22,3,26,4,2018,0.0,14.0,33.0,988.0,13.0,0.0,14.0,0
71,23,3,26,4,2018,0.0,13.0,33.0,988.0,9.0,0.0,13.0,0
72,0,4,27,4,2018,0.0,13.0,33.0,988.0,11.0,0.0,13.0,0
73,1,4,27,4,2018,0.0,13.0,33.0,988.0,13.0,0.0,13.0,0
74,2,4,27,4,2018,0.0,12.0,27.0,988.0,11.0,0.0,12.0,0
75,3,4,27,4,2018,0.0,12.0,26.0,988.0,7.0,0.0,12.0,0
76,4,4,27,4,2018,0.0,12.0,26.0,988.0,9.0,0.0,12.0,0
77,5,4,27,4,2018,0.0,12.0,26.0,988.0,6.0,0.0,12.0,0
78,6,4,27,4,2018,0.0,12.0,26.0,988.0,0.0,0.0,12.0,0
79,7,4,27,4,2018,0.0,12.0,26.0,988.0,6.0,0.0,12.0,0
80,8,4,27,4,2018,0.0,12.0,26.0,988.0,0.0,0.0,12.0,0
81,9,4,27,4,2018,0.0,13.0,26.0,988.0,6.0,0.0,13.0,0
82,10,4,27,4,2018,0.0,14.0,26.0,989.0,7.0,0.0,14.0,0
83,11,4,27,4,2018,0.0,16.0,34.0,988.0,6.0,0.0,16.0,0
84,12,4,27,4,2018,0.0,19.0,34.0,988.0,0.0,0.0,19.0,0
85,13,4,27,4,2018,0.0,20.0,34.0,987.0,13.0,0.0,20.0,0
86,14,4,27,4,2018,0.0,22.0,34.0,987.0,13.0,0.0,22.0,0
87,15,4,27,4,2018,0.0,21.0,34.0,987.0,9.0,0.0,21.0,0
88,16,4,27,4,2018,0.0,21.0,34.0,986.0,19.0,0.0,21.0,0
89,17,4,27,4,2018,0.0,20.0,34.0,985.0,19.0,0.0,20.0,0
90,18,4,27,4,2018,0.0,19.0,34.0,985.0,19.0,0.0,19.0,0
91,19,4,27,4,2018,0.0,18.0,34.0,985.0,15.0,0.0,18.0,0
92,20,4,27,4,2018,0.0,17.0,33.0,986.0,11.0,0.0,17.0,0
93,21,4,27,4,2018,0.0,16.0,33.0,986.0,9.0,0.0,16.0,0
94,22,4,27,4,2018,0.0,16.0,33.0,986.0,13.0,0.0,16.0,0
95,23,4,27,4,2018,0.0,15.0,33.0,986.0,11.0,0.0,15.0,0
96,0,5,28,4,2018,0.0,14.0,33.0,986.0,11.0,0.0,14.0,0
97,1,5,28,4,2018,0.0,14.0,33.0,986.0,11.0,0.0,14.0,0
98,2,5,28,4,2018,0.0,14.0,33.0,986.0,0.0,0.0,14.0,0
99,3,5,28,4,2018,0.0,13.0,33.0,985.0,7.0,0.0,13.0,0
100,4,5,28,4,2018,0.0,13.0,33.0,985.0,6.0,0.0,13.0,0
101,5,5,28,4,2018,0.0,12.0,33.0,985.0,0.0,0.0,12.0,0
102,6,5,28,4,2018,0.0,11.0,34.0,985.0,0.0,0.0,11.0,0
103,7,5,28,4,2018,0.0,12.0,34.0,985.0,0.0,0.0,12.0,0
104,8,5,28,4,2018,0.0,13.0,34.0,986.0,7.0,0.0,13.0,0
105,9,5,28,4,2018,0.0,15.0,34.0,986.0,11.0,0.0,15.0,0
106,10,5,28,4,2018,0.0,17.0,34.0,986.0,0.0,0.0,17.0,0
107,11,5,28,4,2018,0.0,19.0,34.0,986.0,9.0,0.0,19.0,0
108,12,5,28,4,2018,0.0,20.0,34.0,986.0,13.0,0.0,20.0,0
109,13,5,28,4,2018,0.0,21.0,34.0,986.0,17.0,0.0,21.0,0
110,14,5,28,4,2018,0.0,21.0,34.0,985.0,19.0,0.0,21.0,0
111,15,5,28,4,2018,0.0,21.0,34.0,985.0,20.0,0.0,21.0,0
112,16,5,28,4,2018,0.0,21.0,34.0,984.0,19.0,0.0,21.0,0
113,17,5,28,4,2018,0.0,20.0,34.0,984.0,15.0,0.0,20.0,0
114,18,5,28,4,2018,0.0,19.0,34.0,984.0,17.0,0.0,19.0,0
115,19,5,28,4,2018,0.0,18.0,34.0,984.0,19.0,0.0,18.0,0
116,20,5,28,4,2018,0.0,16.0,33.0,984.0,19.0,0.0,16.0,0
117,21,5,28,4,2018,0.0,16.0,33.0,985.0,17.0,0.0,16.0,0
118,22,5,28,4,2018,0.0,15.0,33.0,985.0,13.0,0.0,15.0,0
119,23,5,28,4,2018,0.0,14.0,33.0,986.0,11.0,0.0,14.0,0
120,0,6,29,4,2018,0.0,14.0,33.0,986.0,11.0,0.0,14.0,0
121,1,6,29,4,2018,0.0,14.0,33.0,986.0,6.0,0.0,14.0,0
122,2,6,29,4,2018,0.0,13.0,33.0,985.0,11.0,0.0,13.0,0
123,3,6,29,4,2018,0.0,13.0,33.0,985.0,7.0,0.0,13.0,0
124,4,6,29,4,2018,0.0,13.0,33.0,986.0,0.0,0.0,13.0,0
125,5,6,29,4,2018,0.0,12.0,33.0,986.0,0.0,0.0,12.0,0
126,6,6,29,4,2018,0.0,11.0,34.0,986.0,6.0,0.0,11.0,0
127,7,6,29,4,2018,0.0,13.0,34.0,987.0,6.0,0.0,13.0,0
128,8,6,29,4,2018,0.0,13.0,30.0,987.0,7.0,0.0,13.0,0
129,9,6,29,4,2018,0.0,14.0,34.0,987.0,11.0,0.0,14.0,0
130,10,6,29,4,2018,0.0,16.0,34.0,987.0,7.0,0.0,16.0,0
131,11,6,29,4,2018,0.0,18.0,30.0,987.0,11.0,0.0,18.0,0
132,12,6,29,4,2018,0.0,18.0,30.0,987.0,13.0,0.0,18.0,0
133,13,6,29,4,2018,0.0,19.0,28.0,986.0,24.0,0.0,19.0,0
134,14,6,29,4,2018,0.0,19.0,30.0,986.0,9.0,0.0,19.0,0
135,15,6,29,4,2018,0.0,20.0,30.0,985.0,20.0,0.0,20.0,0
136,16,6,29,4,2018,0.0,19.0,30.0,985.0,19.0,0.0,19.0,0
137,17,6,29,4,2018,0.0,19.0,30.0,985.0,17.0,0.0,19.0,0
138,18,6,29,4,2018,0.0,19.0,30.0,985.0,13.0,0.0,19.0,0
139,19,6,29,4,2018,0.0,18.0,34.0,984.0,17.0,0.0,18.0,0
140,20,6,29,4,2018,0.0,17.0,33.0,985.0,13.0,0.0,17.0,0
141,21,6,29,4,2018,0.0,16.0,33.0,985.0,11.0,0.0,16.0,0
142,22,6,29,4,2018,0.0,15.0,33.0,986.0,15.0,0.0,15.0,0
143,23,6,29,4,2018,0.0,14.0,33.0,986.0,11.0,0.0,14.0,0
144,0,0,30,4,2018,0.0,13.0,33.0,986.0,17.0,0.0,13.0,0
145,1,0,30,4,2018,0.0,13.0,33.0,986.0,13.0,0.0,13.0,0
146,2,0,30,4,2018,0.0,13.0,33.0,986.0,13.0,0.0,13.0,0
147,3,0,30,4,2018,0.0,13.0,27.0,986.0,7.0,0.0,13.0,0
148,4,0,30,4,2018,0.0,13.0,26.0,987.0,6.0,0.0,13.0,0
149,5,0,30,4,2018,0.0,13.0,27.0,987.0,7.0,0.0,13.0,0
150,6,0,30,4,2018,0.0,13.0,28.0,986.0,7.0,0.0,13.0,0
151,7,0,30,4,2018,0.0,13.0,28.0,987.0,11.0,0.0,13.0,0
152,8,0,30,4,2018,0.0,13.0,26.0,987.0,9.0,0.0,13.0,0
153,9,0,30,4,2018,0.0,14.0,26.0,987.0,9.0,0.0,14.0,0
154,10,0,30,4,2018,0.0,16.0,28.0,988.0,11.0,0.0,16.0,0
155,11,0,30,4,2018,0.0,17.0,26.0,987.0,13.0,0.0,17.0,0
156,12,0,30,4,2018,0.0,18.0,28.0,987.0,9.0,0.0,18.0,0
157,13,0,30,4,2018,0.0,17.0,26.0,986.0,11.0,0.0,17.0,0
158,14,0,30,4,2018,0.0,18.0,26.0,986.0,13.0,0.0,18.0,0
159,15,0,30,4,2018,0.0,18.0,26.0,986.0,9.0,0.0,18.0,0
160,16,0,30,4,2018,0.0,17.0,26.0,985.0,19.0,0.0,17.0,0
161,17,0,30,4,2018,0.0,16.0,26.0,985.0,15.0,0.0,16.0,0
162,18,0,30,4,2018,0.0,16.0,26.0,984.0,15.0,0.0,16.0,0
163,19,0,30,4,2018,0.0,16.0,26.0,984.0,11.0,0.0,16.0,0
164,20,0,30,4,2018,0.0,15.0,26.0,984.0,11.0,0.0,15.0,0
165,21,0,30,4,2018,0.0,15.0,26.0,984.0,11.0,0.0,15.0,0
166,22,0,30,4,2018,0.0,14.0,26.0,984.0,15.0,0.0,14.0,0
167,23,0,30,4,2018,0.0,13.0,29.0,984.0,13.0,0.0,13.0,0
168,0,1,1,5,2018,0.0,12.0,26.0,984.0,11.0,0.0,12.0,0
169,1,1,1,5,2018,0.0,12.0,29.0,984.0,9.0,0.0,12.0,0
170,2,1,1,5,2018,0.0,12.0,27.0,984.0,7.0,0.0,12.0,0
171,3,1,1,5,2018,0.0,12.0,26.0,983.0,7.0,0.0,12.0,0
172,4,1,1,5,2018,0.0,12.0,26.0,983.0,7.0,0.0,12.0,0
173,5,1,1,5,2018,0.0,12.0,27.0,983.0,0.0,0.0,12.0,0
174,6,1,1,5,2018,0.0,12.0,28.0,983.0,6.0,0.0,12.0,0
175,7,1,1,5,2018,0.0,12.0,26.0,983.0,9.0,0.0,12.0,0
176,8,1,1,5,2018,0.0,12.0,26.0,983.0,13.0,0.0,12.0,0
177,9,1,1,5,2018,0.0,11.0,11.0,984.0,19.0,0.0,11.0,0
178,10,1,1,5,2018,0.0,12.0,26.0,984.0,19.0,0.0,12.0,0
179,11,1,1,5,2018,0.0,13.0,26.0,984.0,22.0,0.0,13.0,0
180,12,1,1,5,2018,0.0,12.0,26.0,985.0,26.0,0.0,12.0,0
181,13,1,1,5,2018,0.0,12.0,26.0,985.0,19.0,0.0,12.0,0
182,14,1,1,5,2018,0.0,13.0,26.0,984.0,20.0,0.0,13.0,0
183,15,1,1,5,2018,0.0,14.0,26.0,984.0,19.0,0.0,14.0,0
184,16,1,1,5,2018,0.0,14.0,26.0,984.0,11.0,0.0,14.0,0
185,17,1,1,5,2018,0.0,14.0,26.0,984.0,15.0,0.0,14.0,0
186,18,1,1,5,2018,0.0,14.0,26.0,984.0,13.0,0.0,14.0,0
187,19,1,1,5,2018,0.0,14.0,26.0,984.0,13.0,0.0,14.0,0
188,20,1,1,5,2018,0.0,14.0,27.0,984.0,13.0,0.0,14.0,0
189,21,1,1,5,2018,0.0,14.0,26.0,985.0,11.0,0.0,14.0,0
190,22,1,1,5,2018,0.0,13.0,11.0,985.0,15.0,0.0,13.0,0
191,23,1,1,5,2018,0.0,13.0,26.0,985.0,15.0,0.0,13.0,0
192,0,2,2,5,2018,0.0,13.0,26.0,985.0,13.0,0.0,13.0,0
193,1,2,2,5,2018,0.0,12.0,26.0,985.0,13.0,0.0,12.0,0
194,2,2,2,5,2018,0.0,12.0,26.0,985.0,13.0,0.0,12.0,0
195,3,2,2,5,2018,0.0,12.0,26.0,985.0,6.0,0.0,12.0,0
196,4,2,2,5,2018,0.0,12.0,26.0,985.0,0.0,0.0,12.0,0
197,5,2,2,5,2018,0.0,12.0,26.0,984.0,6.0,0.0,12.0,0
198,6,2,2,5,2018,0.0,11.0,26.0,985.0,9.0,0.0,11.0,0
199,7,2,2,5,2018,0.0,12.0,26.0,986.0,0.0,0.0,12.0,0
200,8,2,2,5,2018,0.0,12.0,26.0,986.0,7.0,0.0,12.0,0
201,9,2,2,5,2018,0.0,13.0,28.0,987.0,7.0,0.0,13.0,0
202,10,2,2,5,2018,0.0,14.0,26.0,987.0,7.0,0.0,14.0,0
203,11,2,2,5,2018,0.0,14.0,26.0,988.0,17.0,0.0,14.0,0
204,12,2,2,5,2018,0.0,16.0,26.0,988.0,0.0,0.0,16.0,0
205,13,2,2,5,2018,0.0,17.0,28.0,988.0,19.0,0.0,17.0,0
206,14,2,2,5,2018,0.0,17.0,26.0,988.0,17.0,0.0,17.0,0
207,15,2,2,5,2018,0.0,16.0,26.0,988.0,19.0,0.0,16.0,0
208,16,2,2,5,2018,0.0,15.0,26.0,989.0,11.0,0.0,15.0,0
209,17,2,2,5,2018,0.0,15.0,26.0,989.0,7.0,0.0,15.0,0
210,18,2,2,5,2018,0.0,15.0,26.0,989.0,11.0,0.0,15.0,0
211,19,2,2,5,2018,0.0,14.0,26.0,990.0,11.0,0.0,14.0,0
212,20,2,2,5,2018,0.0,14.0,26.0,991.0,11.0,0.0,14.0,0
213,21,2,2,5,2018,0.0,14.0,26.0,991.0,7.0,0.0,14.0,0
214,22,2,2,5,2018,0.0,14.0,26.0,992.0,7.0,0.0,14.0,0
215,23,2,2,5,2018,0.0,14.0,26.0,992.0,7.0,0.0,14.0,0
216,0,3,3,5,2018,0.0,14.0,26.0,992.0,6.0,0.0,14.0,0
217,1,3,3,5,2018,0.0,13.0,26.0,993.0,7.0,0.0,13.0,0
218,2,3,3,5,2018,0.0,13.0,26.0,992.0,0.0,0.0,13.0,0
219,3,3,3,5,2018,0.0,13.0,26.0,992.0,6.0,0.0,13.0,0
220,4,3,3,5,2018,0.0,13.0,26.0,992.0,6.0,0.0,13.0,0
221,5,3,3,5,2018,0.0,12.0,27.0,992.0,0.0,0.0,12.0,0
222,6,3,3,5,2018,0.0,11.0,34.0,992.0,6.0,0.0,11.0,0
223,7,3,3,5,2018,0.0,12.0,34.0,992.0,7.0,0.0,12.0,0
224,8,3,3,5,2018,0.0,13.0,34.0,993.0,9.0,0.0,13.0,0
225,9,3,3,5,2018,0.0,15.0,34.0,993.0,0.0,0.0,15.0,0
226,10,3,3,5,2018,0.0,17.0,34.0,993.0,0.0,0.0,17.0,0
227,11,3,3,5,2018,0.0,18.0,34.0,993.0,7.0,0.0,18.0,0
228,12,3,3,5,2018,0.0,20.0,34.0,993.0,7.0,0.0,20.0,0
229,13,3,3,5,2018,0.0,22.0,34.0,993.0,7.0,0.0,22.0,0
230,14,3,3,5,2018,0.0,23.0,34.0,992.0,17.0,0.0,23.0,0
231,15,3,3,5,2018,0.0,23.0,34.0,992.0,15.0,0.0,23.0,0
232,16,3,3,5,2018,0.0,22.0,34.0,991.0,20.0,0.0,22.0,0
233,17,3,3,5,2018,0.0,22.0,34.0,991.0,13.0,0.0,22.0,0
234,18,3,3,5,2018,0.0,22.0,34.0,991.0,11.0,0.0,22.0,0
235,19,3,3,5,2018,0.0,21.0,34.0,991.0,9.0,0.0,21.0,0
236,20,3,3,5,2018,0.0,21.0,33.0,991.0,6.0,0.0,21.0,0
237,21,3,3,5,2018,0.0,19.0,33.0,992.0,6.0,0.0,19.0,0
238,22,3,3,5,2018,0.0,18.0,33.0,992.0,0.0,0.0,18.0,0
239,23,3,3,5,2018,0.0,17.0,33.0,992.0,6.0,0.0,17.0,0
240,0,4,4,5,2018,0.0,16.0,33.0,992.0,0.0,0.0,16.0,0
241,1,4,4,5,2018,0.0,16.0,33.0,992.0,7.0,0.0,16.0,0
242,2,4,4,5,2018,0.0,16.0,33.0,992.0,0.0,0.0,16.0,0
243,3,4,4,5,2018,0.0,15.0,33.0,992.0,0.0,0.0,15.0,0
244,4,4,4,5,2018,0.0,14.0,33.0,992.0,0.0,0.0,14.0,0
245,5,4,4,5,2018,0.0,14.0,33.0,992.0,6.0,0.0,14.0,0
246,6,4,4,5,2018,0.0,13.0,34.0,992.0,0.0,0.0,13.0,0
247,7,4,4,5,2018,0.0,14.0,34.0,992.0,7.0,0.0,14.0,0
248,8,4,4,5,2018,0.0,17.0,34.0,993.0,6.0,0.0,17.0,0
249,9,4,4,5,2018,0.0,20.0,34.0,993.0,6.0,0.0,20.0,0
250,10,4,4,5,2018,0.0,24.0,34.0,993.0,0.0,0.0,24.0,0
251,11,4,4,5,2018,0.0,27.0,34.0,993.0,7.0,0.0,26.0,0
252,12,4,4,5,2018,0.0,29.0,34.0,992.0,6.0,0.0,28.0,0
253,13,4,4,5,2018,0.0,31.0,34.0,991.0,9.0,0.0,28.0,0
254,14,4,4,5,2018,0.0,32.0,34.0,991.0,15.0,0.0,29.0,0
255,15,4,4,5,2018,0.0,32.0,30.0,990.0,17.0,0.0,29.0,0
256,16,4,4,5,2018,0.0,32.0,30.0,989.0,17.0,0.0,29.0,0
257,17,4,4,5,2018,0.0,32.0,34.0,989.0,17.0,0.0,29.0,0
258,18,4,4,5,2018,0.0,31.0,30.0,988.0,11.0,0.0,28.0,0
259,19,4,4,5,2018,0.0,29.0,34.0,988.0,17.0,0.0,27.0,0
260,20,4,4,5,2018,0.0,27.0,29.0,989.0,11.0,0.0,26.0,0
261,21,4,4,5,2018,0.0,26.0,29.0,989.0,9.0,0.0,26.0,0
262,22,4,4,5,2018,0.0,24.0,29.0,989.0,9.0,0.0,24.0,0
263,23,4,4,5,2018,0.0,23.0,29.0,989.0,7.0,0.0,23.0,0
264,0,5,5,5,2018,0.0,22.0,33.0,989.0,11.0,0.0,22.0,0
265,1,5,5,5,2018,0.0,21.0,29.0,989.0,0.0,0.0,21.0,0
266,2,5,5,5,2018,0.0,20.0,33.0,988.0,0.0,0.0,20.0,0
267,3,5,5,5,2018,0.0,18.0,33.0,988.0,6.0,0.0,18.0,0
268,4,5,5,5,2018,0.0,18.0,33.0,988.0,0.0,0.0,18.0,0
269,5,5,5,5,2018,0.0,17.0,33.0,987.0,6.0,0.0,17.0,0
270,6,5,5,5,2018,0.0,17.0,34.0,987.0,0.0,0.0,17.0,0
271,7,5,5,5,2018,0.0,18.0,34.0,988.0,0.0,0.0,18.0,0
272,8,5,5,5,2018,0.0,21.0,34.0,988.0,0.0,0.0,21.0,0
273,9,5,5,5,2018,0.0,24.0,34.0,988.0,0.0,0.0,24.0,0
274,10,5,5,5,2018,0.0,27.0,34.0,988.0,0.0,0.0,26.0,0
275,11,5,5,5,2018,0.0,29.0,30.0,988.0,6.0,0.0,28.0,0
276,12,5,5,5,2018,0.0,32.0,34.0,987.0,13.0,0.0,29.0,0
277,13,5,5,5,2018,0.0,33.0,34.0,986.0,13.0,0.0,31.0,0
278,14,5,5,5,2018,0.0,33.0,34.0,985.0,19.0,0.0,31.0,0
279,15,5,5,5,2018,0.0,33.0,30.0,985.0,17.0,0.0,31.0,0
280,16,5,5,5,2018,0.0,33.0,34.0,984.0,19.0,0.0,31.0,0
281,17,5,5,5,2018,0.0,33.0,34.0,984.0,28.0,0.0,31.0,0
282,18,5,5,5,2018,0.0,32.0,34.0,984.0,19.0,0.0,29.0,0
283,19,5,5,5,2018,0.0,30.0,34.0,984.0,15.0,0.0,28.0,0
284,20,5,5,5,2018,0.0,27.0,27.0,985.0,7.0,0.0,26.0,0
285,21,5,5,5,2018,0.0,26.0,29.0,985.0,11.0,0.0,25.0,0
286,22,5,5,5,2018,0.0,24.0,27.0,985.0,15.0,0.0,24.0,0
287,23,5,5,5,2018,0.0,23.0,33.0,986.0,9.0,0.0,23.0,0
288,0,6,6,5,2018,0.0,22.0,26.0,986.0,6.0,0.0,22.0,0
289,1,6,6,5,2018,0.0,21.0,29.0,986.0,7.0,0.0,21.0,0
290,2,6,6,5,2018,0.0,21.0,27.0,986.0,7.0,0.0,21.0,0
291,3,6,6,5,2018,0.0,21.0,27.0,986.0,0.0,0.0,21.0,0
292,4,6,6,5,2018,0.0,19.0,27.0,986.0,0.0,0.0,19.0,0
293,5,6,6,5,2018,0.0,18.0,29.0,986.0,0.0,0.0,18.0,0
294,6,6,6,5,2018,0.0,18.0,26.0,986.0,7.0,0.0,18.0,0
295,7,6,6,5,2018,0.0,18.0,26.0,986.0,6.0,0.0,18.0,0
296,8,6,6,5,2018,0.0,19.0,26.0,987.0,0.0,0.0,19.0,0
297,9,6,6,5,2018,0.0,21.0,26.0,987.0,0.0,0.0,21.0,0
298,10,6,6,5,2018,0.0,23.0,34.0,987.0,9.0,0.0,23.0,0
299,11,6,6,5,2018,0.0,25.0,28.0,987.0,9.0,0.0,26.0,0
300,12,6,6,5,2018,0.0,27.0,28.0,987.0,11.0,0.0,26.0,0
301,13,6,6,5,2018,0.0,29.0,34.0,987.0,17.0,0.0,27.0,0
302,14,6,6,5,2018,0.0,29.0,28.0,987.0,17.0,0.0,28.0,0
303,15,6,6,5,2018,0.0,29.0,30.0,986.0,20.0,0.0,28.0,0
304,16,6,6,5,2018,0.0,29.0,28.0,986.0,13.0,0.0,27.0,0
305,17,6,6,5,2018,0.0,29.0,34.0,986.0,15.0,0.0,27.0,0
306,18,6,6,5,2018,0.0,26.0,28.0,986.0,17.0,0.0,26.0,0
307,19,6,6,5,2018,0.0,25.0,28.0,986.0,13.0,0.0,25.0,0
308,20,6,6,5,2018,0.0,23.0,29.0,987.0,15.0,0.0,23.0,0
309,21,6,6,5,2018,0.0,21.0,29.0,987.0,20.0,0.0,21.0,0
310,22,6,6,5,2018,0.0,19.0,29.0,988.0,19.0,0.0,19.0,0
311,23,6,6,5,2018,0.0,18.0,27.0,988.0,9.0,0.0,18.0,0
312,0,0,7,5,2018,0.0,17.0,27.0,988.0,11.0,0.0,17.0,0
313,1,0,7,5,2018,0.0,17.0,29.0,988.0,9.0,0.0,17.0,0
314,2,0,7,5,2018,0.0,16.0,29.0,988.0,0.0,0.0,16.0,0
315,3,0,7,5,2018,0.0,16.0,29.0,988.0,7.0,0.0,16.0,0
316,4,0,7,5,2018,0.0,15.0,33.0,988.0,6.0,0.0,15.0,0
317,5,0,7,5,2018,0.0,14.0,33.0,988.0,6.0,0.0,14.0,0
318,6,0,7,5,2018,0.0,14.0,34.0,988.0,0.0,0.0,14.0,0
319,7,0,7,5,2018,0.0,14.0,34.0,989.0,9.0,0.0,14.0,0
320,8,0,7,5,2018,0.0,16.0,34.0,989.0,7.0,0.0,16.0,0
321,9,0,7,5,2018,0.0,18.0,34.0,989.0,11.0,0.0,18.0,0
322,10,0,7,5,2018,0.0,20.0,34.0,989.0,15.0,0.0,20.0,0
323,11,0,7,5,2018,0.0,23.0,34.0,989.0,11.0,0.0,23.0,0
