,hour,weekday,dayOfMonth,month,year,total minutes of parking,temperature,cloud_cover,pressure,windspeed,precipitation,felt_temperature,is_holiday
4216,16,1,16,10,2018,2369.2666666666664,29.0,34.0,987.0,11.0,0.0,27.0,0
4217,17,1,16,10,2018,1497.6666666666667,28.0,34.0,986.0,26.0,0.0,27.0,0
4218,18,1,16,10,2018,599.2833333333333,27.0,30.0,986.0,13.0,0.0,26.0,0
4219,19,1,16,10,2018,285.31666666666666,23.0,33.0,987.0,7.0,0.0,23.0,0
4220,20,1,16,10,2018,56.56666666666666,22.0,33.0,988.0,7.0,0.0,22.0,0
4221,21,1,16,10,2018,0.0,20.0,33.0,989.0,6.0,0.0,20.0,0
4222,22,1,16,10,2018,0.0,18.0,33.0,989.0,3.0,0.0,18.0,0
4223,23,1,16,10,2018,0.0,17.0,33.0,989.0,0.0,0.0,17.0,0
4224,0,2,17,10,2018,0.0,16.0,33.0,989.0,7.0,0.0,16.0,0
4225,1,2,17,10,2018,0.0,16.0,33.0,989.0,0.0,0.0,16.0,0
4226,2,2,17,10,2018,0.0,14.0,33.0,989.0,0.0,0.0,14.0,0
4227,3,2,17,10,2018,0.0,13.0,33.0,989.0,0.0,0.0,13.0,0
4228,4,2,17,10,2018,15.85,13.0,33.0,989.0,0.0,0.0,13.0,0
4229,5,2,17,10,2018,90.7,12.0,33.0,989.0,6.0,0.0,12.0,0
4230,6,2,17,10,2018,550.8,12.0,33.0,989.0,0.0,0.0,12.0,0
4231,7,2,17,10,2018,1514.8333333333333,12.0,34.0,990.0,0.0,0.0,12.0,0
4232,8,2,17,10,2018,2453.9333333333334,14.0,34.0,990.0,0.0,0.0,14.0,0
4233,9,2,17,10,2018,2878.383333333333,18.0,34.0,991.0,6.0,0.0,18.0,0
4234,10,2,17,10,2018,2937.6833333333334,22.0,34.0,991.0,6.0,0.0,22.0,0
4235,11,2,17,10,2018,2891.0000000000005,23.0,34.0,991.0,0.0,0.0,23.0,0
4236,12,2,17,10,2018,2949.266666666667,25.0,34.0,990.0,9.0,0.0,24.0,0
4237,13,2,17,10,2018,2898.2166666666667,27.0,34.0,989.0,0.0,0.0,26.0,0
4238,14,2,17,10,2018,2892.05,27.0,34.0,988.0,11.0,0.0,26.0,0
4239,15,2,17,10,2018,2973.133333333333,27.0,34.0,987.0,17.0,0.0,26.0,0
4240,16,2,17,10,2018,2538.6166666666663,26.0,34.0,987.0,17.0,0.0,25.0,0
4241,17,2,17,10,2018,1460.1666666666663,25.0,34.0,987.0,15.0,0.0,24.0,0
4242,18,2,17,10,2018,624.55,23.0,34.0,987.0,13.0,0.0,23.0,0
4243,19,2,17,10,2018,280.3833333333333,23.0,33.0,988.0,6.0,0.0,23.0,0
4244,20,2,17,10,2018,130.0,21.0,33.0,989.0,0.0,0.0,21.0,0
4245,21,2,17,10,2018,120.0,19.0,33.0,989.0,0.0,0.0,19.0,0
4246,22,2,17,10,2018,120.0,18.0,33.0,989.0,7.0,0.0,18.0,0
4247,23,2,17,10,2018,120.0,17.0,33.0,990.0,7.0,0.0,17.0,0
4248,0,3,18,10,2018,91.31666666666666,16.0,33.0,989.0,0.0,0.0,16.0,0
4249,1,3,18,10,2018,60.0,16.0,33.0,989.0,0.0,0.0,16.0,0
4250,2,3,18,10,2018,60.0,14.0,33.0,989.0,6.0,0.0,14.0,0
4251,3,3,18,10,2018,60.0,14.0,33.0,989.0,0.0,0.0,14.0,0
4252,4,3,18,10,2018,60.0,13.0,33.0,989.0,0.0,0.0,13.0,0
4253,5,3,18,10,2018,99.46666666666667,12.0,33.0,989.0,0.0,0.0,12.0,0
4254,6,3,18,10,2018,507.0833333333333,13.0,33.0,990.0,6.0,0.0,13.0,0
4255,7,3,18,10,2018,1478.5333333333333,13.0,34.0,990.0,0.0,0.0,13.0,0
4256,8,3,18,10,2018,2822.2166666666667,14.0,34.0,990.0,0.0,0.0,14.0,0
4257,9,3,18,10,2018,3056.8166666666666,19.0,34.0,991.0,0.0,0.0,19.0,0
4258,10,3,18,10,2018,2999.8,22.0,34.0,991.0,0.0,0.0,22.0,0
4259,11,3,18,10,2018,3048.6666666666665,24.0,34.0,990.0,0.0,0.0,24.0,0
4260,12,3,18,10,2018,3034.7666666666664,27.0,34.0,990.0,0.0,0.0,26.0,0
4261,13,3,18,10,2018,3060.0,28.0,34.0,989.0,6.0,0.0,27.0,0
4262,14,3,18,10,2018,3021.5,29.0,34.0,987.0,13.0,0.0,27.0,0
4263,15,3,18,10,2018,2949.05,29.0,34.0,987.0,17.0,0.0,27.0,0
4264,16,3,18,10,2018,2357.4999999999995,28.0,34.0,987.0,13.0,0.0,27.0,0
4265,17,3,18,10,2018,1112.6999999999998,27.0,34.0,987.0,13.0,0.0,26.0,0
4266,18,3,18,10,2018,278.4,27.0,30.0,987.0,9.0,0.0,26.0,0
4267,19,3,18,10,2018,210.2,25.0,33.0,988.0,0.0,0.0,25.0,0
4268,20,3,18,10,2018,75.35,23.0,33.0,988.0,9.0,0.0,23.0,0
4269,21,3,18,10,2018,120.0,22.0,33.0,988.0,7.0,0.0,22.0,0
4270,22,3,18,10,2018,108.65,19.0,33.0,989.0,0.0,0.0,19.0,0
4271,23,3,18,10,2018,60.0,19.0,33.0,989.0,0.0,0.0,19.0,0
4272,0,4,19,10,2018,30.783333333333335,18.0,33.0,988.0,0.0,0.0,18.0,0
4273,1,4,19,10,2018,0.0,17.0,33.0,988.0,0.0,0.0,17.0,0
4274,2,4,19,10,2018,0.0,18.0,33.0,988.0,6.0,0.0,18.0,0
4275,3,4,19,10,2018,0.0,17.0,33.0,988.0,0.0,0.0,17.0,0
4276,4,4,19,10,2018,0.0,19.0,33.0,988.0,13.0,0.0,19.0,0
4277,5,4,19,10,2018,40.13333333333333,18.0,33.0,988.0,0.0,0.0,18.0,0
4278,6,4,19,10,2018,509.43333333333334,15.0,33.0,988.0,6.0,0.0,15.0,0
4279,7,4,19,10,2018,1412.3833333333332,14.0,34.0,988.0,0.0,0.0,14.0,0
4280,8,4,19,10,2018,2689.6666666666674,17.0,34.0,989.0,0.0,0.0,17.0,0
4281,9,4,19,10,2018,3120.0,21.0,34.0,989.0,0.0,0.0,21.0,0
4282,10,4,19,10,2018,3097.2833333333333,24.0,34.0,989.0,6.0,0.0,24.0,0
4283,11,4,19,10,2018,2886.8166666666666,26.0,34.0,989.0,9.0,0.0,25.0,0
4284,12,4,19,10,2018,2724.266666666667,28.0,34.0,988.0,7.0,0.0,27.0,0
4285,13,4,19,10,2018,2947.6666666666665,29.0,34.0,987.0,11.0,0.0,27.0,0
4286,14,4,19,10,2018,2973.633333333333,30.0,34.0,986.0,11.0,0.0,28.0,0
4287,15,4,19,10,2018,2752.0,31.0,34.0,986.0,13.0,0.0,28.0,0
4288,16,4,19,10,2018,1895.883333333333,30.0,34.0,986.0,13.0,0.0,28.0,0
4289,17,4,19,10,2018,1190.6166666666668,30.0,34.0,986.0,13.0,0.0,28.0,0
4290,18,4,19,10,2018,491.50000000000006,29.0,30.0,986.0,28.0,0.0,27.0,0
4291,19,4,19,10,2018,215.28333333333333,28.0,33.0,986.0,28.0,0.0,27.0,0
4292,20,4,19,10,2018,60.0,26.0,33.0,987.0,7.0,0.0,25.0,0
4293,21,4,19,10,2018,60.0,24.0,33.0,987.0,6.0,0.0,24.0,0
4294,22,4,19,10,2018,60.0,22.0,33.0,987.0,0.0,0.0,22.0,0
4295,23,4,19,10,2018,37.9,20.0,33.0,987.0,6.0,0.0,20.0,0
4296,0,5,20,10,2018,0.0,19.0,33.0,987.0,7.0,0.0,19.0,0
4297,1,5,20,10,2018,0.0,18.0,33.0,987.0,6.0,0.0,18.0,0
4298,2,5,20,10,2018,0.0,18.0,33.0,987.0,0.0,0.0,18.0,0
4299,3,5,20,10,2018,0.0,17.0,33.0,986.0,11.0,0.0,17.0,0
4300,4,5,20,10,2018,0.0,18.0,33.0,986.0,15.0,0.0,18.0,0
4301,5,5,20,10,2018,16.066666666666666,17.0,33.0,986.0,6.0,0.0,17.0,0
4302,6,5,20,10,2018,105.98333333333333,16.0,33.0,986.0,0.0,0.0,16.0,0
4303,7,5,20,10,2018,120.0,14.0,34.0,986.0,0.0,0.0,14.0,0
4304,8,5,20,10,2018,120.0,16.0,34.0,987.0,0.0,0.0,16.0,0
4305,9,5,20,10,2018,120.0,21.0,34.0,987.0,0.0,0.0,21.0,0
4306,10,5,20,10,2018,146.71666666666667,23.0,34.0,987.0,0.0,0.0,23.0,0
4307,11,5,20,10,2018,180.0,27.0,34.0,987.0,0.0,0.0,26.0,0
4308,12,5,20,10,2018,122.43333333333334,28.0,34.0,986.0,0.0,0.0,27.0,0
4309,13,5,20,10,2018,120.0,30.0,34.0,986.0,9.0,0.0,28.0,0
4310,14,5,20,10,2018,133.75,30.0,34.0,985.0,9.0,0.0,28.0,0
4311,15,5,20,10,2018,120.0,31.0,34.0,984.0,13.0,0.0,28.0,0
4312,16,5,20,10,2018,120.0,31.0,34.0,984.0,11.0,0.0,29.0,0
4313,17,5,20,10,2018,17.333333333333332,31.0,34.0,983.0,17.0,0.0,28.0,0
4314,18,5,20,10,2018,0.0,29.0,30.0,983.0,11.0,0.0,27.0,0
4315,19,5,20,10,2018,0.0,27.0,29.0,984.0,7.0,0.0,26.0,0
4316,20,5,20,10,2018,0.0,26.0,33.0,984.0,0.0,0.0,25.0,0
4317,21,5,20,10,2018,0.0,24.0,33.0,984.0,6.0,0.0,24.0,0
4318,22,5,20,10,2018,0.0,23.0,33.0,985.0,7.0,0.0,23.0,0
4319,23,5,20,10,2018,0.0,22.0,33.0,985.0,11.0,0.0,22.0,0
4320,0,6,21,10,2018,0.0,21.0,33.0,985.0,0.0,0.0,21.0,0
4321,1,6,21,10,2018,0.0,19.0,33.0,985.0,0.0,0.0,19.0,0
4322,2,6,21,10,2018,0.0,18.0,33.0,985.0,6.0,0.0,18.0,0
4323,3,6,21,10,2018,0.0,17.0,33.0,984.0,0.0,0.0,17.0,0
4324,4,6,21,10,2018,0.0,17.0,33.0,984.0,0.0,0.0,17.0,0
4325,5,6,21,10,2018,0.0,15.0,33.0,984.0,0.0,0.0,15.0,0
4326,6,6,21,10,2018,0.0,14.0,33.0,985.0,0.0,0.0,14.0,0
4327,7,6,21,10,2018,0.0,14.0,34.0,985.0,0.0,0.0,14.0,0
4328,8,6,21,10,2018,0.0,16.0,34.0,985.0,0.0,0.0,16.0,0
4329,9,6,21,10,2018,0.0,19.0,34.0,986.0,0.0,0.0,19.0,0
4330,10,6,21,10,2018,0.0,20.0,34.0,986.0,7.0,0.0,20.0,0
4331,11,6,21,10,2018,0.0,23.0,34.0,986.0,7.0,0.0,23.0,0
4332,12,6,21,10,2018,1.4666666666666666,24.0,34.0,985.0,11.0,0.0,24.0,0
4333,13,6,21,10,2018,60.0,26.0,34.0,985.0,15.0,0.0,26.0,0
4334,14,6,21,10,2018,106.26666666666665,26.0,34.0,984.0,11.0,0.0,26.0,0
4335,15,6,21,10,2018,165.06666666666666,26.0,34.0,984.0,17.0,0.0,26.0,0
4336,16,6,21,10,2018,67.36666666666666,26.0,34.0,983.0,17.0,0.0,26.0,0
4337,17,6,21,10,2018,46.983333333333334,24.0,34.0,983.0,17.0,0.0,24.0,0
4338,18,6,21,10,2018,0.0,23.0,30.0,983.0,13.0,0.0,23.0,0
4339,19,6,21,10,2018,0.0,22.0,33.0,983.0,6.0,0.0,22.0,0
4340,20,6,21,10,2018,0.0,20.0,33.0,984.0,7.0,0.0,20.0,0
4341,21,6,21,10,2018,0.0,19.0,33.0,984.0,7.0,0.0,19.0,0
4342,22,6,21,10,2018,0.0,18.0,33.0,984.0,11.0,0.0,18.0,0
4343,23,6,21,10,2018,0.0,17.0,33.0,984.0,11.0,0.0,17.0,0
4344,0,0,22,10,2018,0.0,17.0,33.0,985.0,7.0,0.0,17.0,0
4345,1,0,22,10,2018,0.0,17.0,33.0,985.0,6.0,0.0,17.0,0
4346,2,0,22,10,2018,0.0,17.0,33.0,985.0,9.0,0.0,17.0,0
4347,3,0,22,10,2018,0.0,16.0,33.0,984.0,6.0,0.0,16.0,0
4348,4,0,22,10,2018,0.0,16.0,26.0,984.0,6.0,0.0,16.0,0
4349,5,0,22,10,2018,70.2,15.0,26.0,984.0,7.0,0.0,15.0,0
4350,6,0,22,10,2018,856.8166666666666,15.0,26.0,984.0,9.0,0.0,15.0,0
4351,7,0,22,10,2018,2135.4666666666667,15.0,26.0,984.0,0.0,0.0,15.0,0
4352,8,0,22,10,2018,3076.25,15.0,26.0,985.0,0.0,0.0,15.0,0
4353,9,0,22,10,2018,3120.0,16.0,26.0,985.0,0.0,0.0,16.0,0
4354,10,0,22,10,2018,3120.0,17.0,21.0,986.0,0.0,0.0,17.0,0
4355,11,0,22,10,2018,3035.2333333333336,19.0,34.0,985.0,7.0,0.0,19.0,0
4356,12,0,22,10,2018,3050.6833333333334,22.0,34.0,985.0,6.0,0.0,22.0,0
4357,13,0,22,10,2018,3055.0833333333335,23.0,34.0,984.0,6.0,0.0,23.0,0
4358,14,0,22,10,2018,3033.25,24.0,34.0,983.0,13.0,0.0,24.0,0
4359,15,0,22,10,2018,2755.3,24.0,34.0,983.0,15.0,0.0,24.0,0
4360,16,0,22,10,2018,2103.916666666667,23.0,30.0,983.0,9.0,0.0,23.0,0
4361,17,0,22,10,2018,1082.6999999999998,23.0,30.0,983.0,11.0,0.0,23.0,0
4362,18,0,22,10,2018,224.71666666666664,21.0,30.0,983.0,15.0,0.0,21.0,0
4363,19,0,22,10,2018,176.43333333333334,19.0,27.0,983.0,6.0,0.0,19.0,0
4364,20,0,22,10,2018,134.36666666666667,19.0,29.0,984.0,9.0,0.0,19.0,0
4365,21,0,22,10,2018,115.7,18.0,27.0,984.0,15.0,0.0,18.0,0
4366,22,0,22,10,2018,60.0,17.0,21.0,984.0,7.0,0.0,17.0,0
4367,23,0,22,10,2018,60.0,17.0,21.0,984.0,7.0,0.0,17.0,0
4368,0,1,23,10,2018,109.68333333333334,17.0,21.0,984.0,6.0,0.0,17.0,0
4369,1,1,23,10,2018,97.93333333333334,17.0,21.0,984.0,7.0,0.0,17.0,0
4370,2,1,23,10,2018,60.0,16.0,21.0,984.0,7.0,0.0,16.0,0
4371,3,1,23,10,2018,60.0,16.0,21.0,984.0,6.0,0.0,16.0,0
4372,4,1,23,10,2018,60.0,16.0,21.0,984.0,0.0,0.0,16.0,0
4373,5,1,23,10,2018,154.83333333333334,15.0,21.0,984.0,6.0,0.0,15.0,0
4374,6,1,23,10,2018,738.6333333333332,15.0,33.0,984.0,0.0,0.0,15.0,0
4375,7,1,23,10,2018,1886.0666666666668,14.0,34.0,984.0,0.0,0.0,14.0,0
4376,8,1,23,10,2018,3007.1000000000004,15.0,34.0,985.0,0.0,0.0,15.0,0
4377,9,1,23,10,2018,3085.133333333333,16.0,34.0,985.0,0.0,0.0,16.0,0
4378,10,1,23,10,2018,3120.0,19.0,21.0,985.0,0.0,0.0,19.0,0
4379,11,1,23,10,2018,3113.3166666666666,21.0,34.0,985.0,0.0,0.0,21.0,0
4380,12,1,23,10,2018,3037.9166666666665,23.0,34.0,984.0,0.0,0.0,23.0,0
4381,13,1,23,10,2018,3050.1666666666665,24.0,34.0,984.0,13.0,0.0,24.0,0
4382,14,1,23,10,2018,3017.633333333333,25.0,34.0,983.0,13.0,0.0,26.0,0
4383,15,1,23,10,2018,2921.5166666666673,25.0,34.0,983.0,15.0,0.0,26.0,0
4384,16,1,23,10,2018,2400.083333333334,24.0,34.0,983.0,15.0,0.0,24.0,0
4385,17,1,23,10,2018,1270.5666666666668,23.0,34.0,983.0,9.0,0.0,23.0,0
4386,18,1,23,10,2018,393.30000000000007,22.0,34.0,983.0,9.0,0.0,22.0,0
4387,19,1,23,10,2018,297.8333333333333,21.0,33.0,983.0,6.0,0.0,21.0,0
4388,20,1,23,10,2018,183.33333333333331,21.0,33.0,983.0,0.0,0.0,21.0,0
4389,21,1,23,10,2018,180.0,20.0,33.0,984.0,0.0,0.0,20.0,0
4390,22,1,23,10,2018,180.0,19.0,33.0,984.0,11.0,0.0,19.0,0
4391,23,1,23,10,2018,158.05,18.0,33.0,984.0,13.0,0.0,18.0,0
4392,0,2,24,10,2018,89.85,17.0,33.0,985.0,9.0,0.0,17.0,0
4393,1,2,24,10,2018,60.0,17.0,33.0,985.0,11.0,0.0,17.0,0
4394,2,2,24,10,2018,60.0,17.0,33.0,984.0,6.0,0.0,17.0,0
4395,3,2,24,10,2018,60.0,16.0,33.0,985.0,7.0,0.0,16.0,0
4396,4,2,24,10,2018,60.0,16.0,33.0,985.0,6.0,0.0,16.0,0
4397,5,2,24,10,2018,156.96666666666667,15.0,33.0,985.0,6.0,0.0,15.0,0
4398,6,2,24,10,2018,956.8666666666667,15.0,33.0,985.0,0.0,0.0,15.0,0
4399,7,2,24,10,2018,2263.75,14.0,34.0,985.0,0.0,0.0,14.0,0
4400,8,2,24,10,2018,3105.75,16.0,34.0,986.0,0.0,0.0,16.0,0
4401,9,2,24,10,2018,3117.083333333333,17.0,34.0,986.0,0.0,0.0,17.0,0
4402,10,2,24,10,2018,3060.0,19.0,34.0,987.0,6.0,0.0,19.0,0
4403,11,2,24,10,2018,2952.95,22.0,34.0,987.0,6.0,0.0,22.0,0
4404,12,2,24,10,2018,2998.5333333333333,25.0,34.0,986.0,10.0,0.0,26.0,0
4405,13,2,24,10,2018,3022.383333333333,26.0,34.0,986.0,13.0,0.0,26.0,0
4406,14,2,24,10,2018,2957.4500000000003,26.0,34.0,985.0,17.0,0.0,26.0,0
4407,15,2,24,10,2018,2674.2,26.0,34.0,985.0,17.0,0.0,26.0,0
4408,16,2,24,10,2018,2230.95,25.0,34.0,985.0,15.0,0.0,26.0,0
4409,17,2,24,10,2018,1205.3999999999999,24.0,34.0,985.0,11.0,0.0,24.0,0
4410,18,2,24,10,2018,456.75000000000006,22.0,30.0,985.0,7.0,0.0,22.0,0
4411,19,2,24,10,2018,172.53333333333333,21.0,33.0,985.0,7.0,0.0,21.0,0
4412,20,2,24,10,2018,111.73333333333333,21.0,33.0,986.0,6.0,0.0,21.0,0
4413,21,2,24,10,2018,117.75,19.0,33.0,986.0,0.0,0.0,19.0,0
4414,22,2,24,10,2018,68.93333333333334,19.0,33.0,987.0,6.0,0.0,19.0,0
4415,23,2,24,10,2018,71.96666666666667,18.0,33.0,987.0,9.0,0.0,18.0,0
4416,0,3,25,10,2018,60.0,18.0,33.0,988.0,9.0,0.0,18.0,0
4417,1,3,25,10,2018,60.0,17.0,33.0,987.0,7.0,0.0,17.0,0
4418,2,3,25,10,2018,60.0,17.0,33.0,987.0,11.0,0.0,17.0,0
4419,3,3,25,10,2018,60.0,17.0,33.0,987.0,9.0,0.0,17.0,0
4420,4,3,25,10,2018,71.85,15.0,20.0,987.0,6.0,0.0,15.0,0
4421,5,3,25,10,2018,253.71666666666667,15.0,20.0,988.0,0.0,0.0,15.0,0
4422,6,3,25,10,2018,1027.4166666666667,14.0,20.0,988.0,0.0,0.0,14.0,0
4423,7,3,25,10,2018,2208.6833333333325,14.0,20.0,988.0,0.0,0.0,14.0,0
4424,8,3,25,10,2018,3060.0,14.0,20.0,989.0,0.0,0.0,14.0,0
4425,9,3,25,10,2018,3060.0,14.0,20.0,989.0,6.0,0.0,14.0,0
4426,10,3,25,10,2018,3055.5333333333333,17.0,20.0,989.0,0.0,0.0,17.0,0
4427,11,3,25,10,2018,2920.416666666667,19.0,21.0,989.0,0.0,0.0,19.0,0
4428,12,3,25,10,2018,3022.233333333333,23.0,34.0,989.0,9.0,0.0,23.0,0
4429,13,3,25,10,2018,3023.5166666666664,25.0,34.0,988.0,11.0,0.0,26.0,0
4430,14,3,25,10,2018,3021.85,26.0,34.0,987.0,11.0,0.0,26.0,0
4431,15,3,25,10,2018,2719.933333333333,27.0,34.0,986.0,13.0,0.0,27.0,0
4432,16,3,25,10,2018,2159.416666666667,26.0,34.0,986.0,13.0,0.0,26.0,0
4433,17,3,25,10,2018,1295.133333333333,26.0,34.0,986.0,7.0,0.0,26.0,0
4434,18,3,25,10,2018,444.15000000000003,24.0,30.0,986.0,7.0,0.0,24.0,0
4435,19,3,25,10,2018,183.63333333333333,23.0,33.0,987.0,6.0,0.0,23.0,0
4436,20,3,25,10,2018,66.81666666666666,22.0,33.0,987.0,7.0,0.0,22.0,0
4437,21,3,25,10,2018,109.6,20.0,33.0,987.0,0.0,0.0,20.0,0
4438,22,3,25,10,2018,120.0,19.0,33.0,988.0,6.0,0.0,19.0,0
4439,23,3,25,10,2018,120.0,18.0,33.0,988.0,0.0,0.0,18.0,0
4440,0,4,26,10,2018,109.51666666666667,18.0,33.0,988.0,6.0,0.0,18.0,0
4441,1,4,26,10,2018,27.933333333333334,17.0,33.0,988.0,0.0,0.0,17.0,0
4442,2,4,26,10,2018,0.0,16.0,33.0,988.0,0.0,0.0,16.0,0
4443,3,4,26,10,2018,0.0,16.0,33.0,988.0,6.0,0.0,16.0,0
4444,4,4,26,10,2018,0.0,15.0,33.0,988.0,0.0,0.0,15.0,0
4445,5,4,26,10,2018,71.41666666666666,15.0,33.0,988.0,0.0,0.0,15.0,0
4446,6,4,26,10,2018,308.06666666666666,13.0,33.0,988.0,7.0,0.0,13.0,0
4447,7,4,26,10,2018,598.2833333333334,14.0,34.0,989.0,0.0,0.0,14.0,0
4448,8,4,26,10,2018,1045.3333333333333,14.0,34.0,989.0,0.0,0.0,14.0,0
4449,9,4,26,10,2018,1245.8666666666668,18.0,34.0,990.0,0.0,0.0,18.0,0
4450,10,4,26,10,2018,1320.55,22.0,34.0,990.0,6.0,0.0,22.0,0
4451,11,4,26,10,2018,1065.3833333333332,26.0,34.0,990.0,0.0,0.0,26.0,0
4452,12,4,26,10,2018,1201.2166666666667,28.0,34.0,989.0,0.0,0.0,27.0,0
4453,13,4,26,10,2018,1245.5333333333333,31.0,34.0,988.0,0.0,0.0,28.0,0
4454,14,4,26,10,2018,1267.2833333333333,32.0,34.0,987.0,7.0,0.0,29.0,0
4455,15,4,26,10,2018,1088.55,32.0,34.0,987.0,13.0,0.0,29.0,0
4456,16,4,26,10,2018,765.6333333333333,32.0,34.0,986.0,11.0,0.0,29.0,0
4457,17,4,26,10,2018,412.05,30.0,34.0,986.0,11.0,0.0,28.0,0
4458,18,4,26,10,2018,251.08333333333334,28.0,30.0,986.0,9.0,0.0,27.0,0
4459,19,4,26,10,2018,180.0,26.0,29.0,987.0,6.0,0.0,26.0,0
4460,20,4,26,10,2018,99.45,24.0,33.0,987.0,0.0,0.0,24.0,0
4461,21,4,26,10,2018,14.75,24.0,33.0,987.0,7.0,0.0,24.0,0
4462,22,4,26,10,2018,0.0,22.0,33.0,987.0,0.0,0.0,22.0,0
4463,23,4,26,10,2018,0.0,20.0,33.0,987.0,0.0,0.0,20.0,0
4464,0,5,27,10,2018,0.0,21.0,33.0,987.0,0.0,0.0,21.0,0
4465,1,5,27,10,2018,0.0,18.0,33.0,988.0,6.0,0.0,18.0,0
4466,2,5,27,10,2018,0.0,18.0,33.0,988.0,0.0,0.0,18.0,0
4467,3,5,27,10,2018,0.0,17.0,33.0,987.0,0.0,0.0,17.0,0
4468,4,5,27,10,2018,0.0,17.0,33.0,987.0,0.0,0.0,17.0,0
4469,5,5,27,10,2018,0.0,16.0,33.0,987.0,0.0,0.0,16.0,0
4470,6,5,27,10,2018,13.966666666666667,15.0,33.0,988.0,0.0,0.0,15.0,0
4471,7,5,27,10,2018,97.1,14.0,34.0,988.0,6.0,0.0,14.0,0
4472,8,5,27,10,2018,120.0,16.0,34.0,988.0,0.0,0.0,16.0,0
4473,9,5,27,10,2018,120.0,19.0,34.0,989.0,0.0,0.0,19.0,0
4474,10,5,27,10,2018,120.0,23.0,34.0,988.0,0.0,0.0,23.0,0
4475,11,5,27,10,2018,105.36666666666667,26.0,34.0,988.0,6.0,0.0,26.0,0
4476,12,5,27,10,2018,35.6,28.0,34.0,988.0,7.0,0.0,27.0,0
4477,13,5,27,10,2018,13.666666666666666,31.0,34.0,987.0,6.0,0.0,28.0,0
4478,14,5,27,10,2018,60.0,31.0,34.0,986.0,11.0,0.0,29.0,0
4479,15,5,27,10,2018,45.46666666666667,31.0,34.0,986.0,17.0,0.0,28.0,0
4480,16,5,27,10,2018,75.38333333333333,29.0,34.0,986.0,9.0,0.0,28.0,0
4481,17,5,27,10,2018,120.0,29.0,34.0,986.0,11.0,0.0,27.0,0
4482,18,5,27,10,2018,120.0,26.0,30.0,986.0,11.0,0.0,26.0,0
4483,19,5,27,10,2018,61.3,23.0,33.0,986.0,9.0,0.0,23.0,0
4484,20,5,27,10,2018,60.0,22.0,33.0,987.0,0.0,0.0,22.0,0
4485,21,5,27,10,2018,0.5333333333333333,20.0,33.0,987.0,0.0,0.0,20.0,0
4486,22,5,27,10,2018,0.0,19.0,33.0,988.0,7.0,0.0,19.0,0
4487,23,5,27,10,2018,0.0,18.0,33.0,988.0,9.0,0.0,18.0,0
4488,0,6,28,10,2018,0.0,17.0,33.0,988.0,6.0,0.0,17.0,0
4489,1,6,28,10,2018,0.0,17.0,21.0,987.0,0.0,0.0,17.0,0
4490,2,6,28,10,2018,0.0,16.0,33.0,987.0,0.0,0.0,16.0,0
4491,3,6,28,10,2018,0.0,16.0,33.0,987.0,0.0,0.0,16.0,0
4492,4,6,28,10,2018,0.0,16.0,33.0,987.0,0.0,0.0,16.0,0
4493,5,6,28,10,2018,0.0,15.0,33.0,987.0,0.0,0.0,15.0,0
4494,6,6,28,10,2018,0.0,14.0,33.0,988.0,0.0,0.0,14.0,0
4495,7,6,28,10,2018,0.0,13.0,34.0,988.0,0.0,0.0,13.0,0
4496,8,6,28,10,2018,0.0,14.0,34.0,988.0,0.0,0.0,14.0,0
4497,9,6,28,10,2018,17.516666666666666,17.0,34.0,989.0,7.0,0.0,17.0,0
4498,10,6,28,10,2018,74.16666666666667,21.0,34.0,989.0,6.0,0.0,21.0,0
4499,11,6,28,10,2018,87.95,23.0,34.0,989.0,0.0,0.0,23.0,0
4500,12,6,28,10,2018,105.95,26.0,34.0,988.0,6.0,0.0,26.0,0
4501,13,6,28,10,2018,151.4,28.0,34.0,987.0,0.0,0.0,27.0,0
4502,14,6,28,10,2018,238.56666666666666,29.0,34.0,987.0,15.0,0.0,28.0,0
4503,15,6,28,10,2018,189.03333333333333,29.0,34.0,986.0,11.0,0.0,27.0,0
4504,16,6,28,10,2018,130.75,28.0,34.0,986.0,9.0,0.0,27.0,0
4505,17,6,28,10,2018,120.0,26.0,34.0,986.0,11.0,0.0,26.0,0
4506,18,6,28,10,2018,56.449999999999996,23.0,26.0,986.0,13.0,0.0,23.0,0
4507,19,6,28,10,2018,0.0,21.0,27.0,987.0,9.0,0.0,21.0,0
4508,20,6,28,10,2018,0.0,20.0,29.0,987.0,6.0,0.0,20.0,0
4509,21,6,28,10,2018,0.0,19.0,29.0,987.0,6.0,0.0,19.0,0
4510,22,6,28,10,2018,0.0,19.0,29.0,988.0,6.0,0.0,19.0,0
4511,23,6,28,10,2018,0.0,18.0,29.0,988.0,7.0,0.0,18.0,0
4512,0,0,29,10,2018,0.0,18.0,29.0,988.0,0.0,0.0,18.0,0
4513,1,0,29,10,2018,0.0,17.0,33.0,988.0,0.0,0.0,17.0,0
4514,2,0,29,10,2018,0.0,15.0,33.0,987.0,6.0,0.0,15.0,0
4515,3,0,29,10,2018,0.0,15.0,33.0,987.0,0.0,0.0,15.0,0
4516,4,0,29,10,2018,0.0,14.0,33.0,987.0,0.0,0.0,14.0,0
4517,5,0,29,10,2018,124.58333333333333,13.0,33.0,987.0,0.0,0.0,13.0,0
4518,6,0,29,10,2018,732.0333333333333,13.0,33.0,987.0,0.0,0.0,13.0,0
